,geo_value,signal,time_value,issue,lag,value,stderr,sample_size,geo_type,data_source
30,nh,smoothed_wearing_mask,2021-01-11,2021-01-29,18,95.9481808,0.4630677,1813.0,state,fb-survey
31,nj,smoothed_wearing_mask,2021-01-11,2021-01-29,18,97.1162216,0.2209259,5737.9985,state,fb-survey
32,nm,smoothed_wearing_mask,2021-01-11,2021-01-29,18,95.4447707,0.4253779,2402.7714,state,fb-survey
33,nv,smoothed_wearing_mask,2021-01-11,2021-01-29,18,95.2476391,0.4582278,2155.7617,state,fb-survey
34,ny,smoothed_wearing_mask,2021-01-11,2021-01-29,18,96.7907615,0.1504395,13725.0006,state,fb-survey
35,oh,smoothed_wearing_mask,2021-01-11,2021-01-29,18,93.7395383,0.233571,10757.002,state,fb-survey
36,ok,smoothed_wearing_mask,2021-01-11,2021-01-29,18,88.9871364,0.4901961,4078.3813,state,fb-survey
37,or,smoothed_wearing_mask,2021-01-11,2021-01-29,18,94.8893773,0.3415491,4157.0491,state,fb-survey
38,pa,smoothed_wearing_mask,2021-01-11,2021-01-29,18,93.7906214,0.2246665,11538.0065,state,fb-survey
39,ri,smoothed_wearing_mask,2021-01-11,2021-01-29,18,96.7129143,0.5428005,1078.984,state,fb-survey
40,sc,smoothed_wearing_mask,2021-01-11,2021-01-29,18,92.3790503,0.3494249,5766.003,state,fb-survey
41,sd,smoothed_wearing_mask,2021-01-11,2021-01-29,18,80.1347337,1.2954622,948.5619,state,fb-survey
42,tn,smoothed_wearing_mask,2021-01-11,2021-01-29,18,90.7632932,0.3696517,6135.3862,state,fb-survey
43,tx,smoothed_wearing_mask,2021-01-11,2021-01-29,18,93.6347438,0.1756459,19318.6512,state,fb-survey
44,ut,smoothed_wearing_mask,2021-01-11,2021-01-29,18,92.2762145,0.5124585,2713.955,state,fb-survey
45,va,smoothed_wearing_mask,2021-01-11,2021-01-29,18,95.5606357,0.2330022,7814.1167,state,fb-survey
46,vt,smoothed_wearing_mask,2021-01-11,2021-01-29,18,94.9054592,0.7130296,951.0014,state,fb-survey
47,wa,smoothed_wearing_mask,2021-01-11,2021-01-29,18,96.1608729,0.2289183,7044.8177,state,fb-survey
48,wi,smoothed_wearing_mask,2021-01-11,2021-01-29,18,91.7554447,0.3789111,5268.9531,state,fb-survey
49,wv,smoothed_wearing_mask,2021-01-11,2021-01-29,18,94.078061,0.4795903,2422.208,state,fb-survey
50,wy,smoothed_wearing_mask,2021-01-11,2021-01-29,18,79.5323909,1.5817684,650.6169,state,fb-survey
0,ak,smoothed_wearing_mask,2021-01-12,2021-01-29,17,89.1666667,1.1135599,779.0,state,fb-survey
1,al,smoothed_wearing_mask,2021-01-12,2021-01-29,17,90.6087211,0.4571278,4072.1098,state,fb-survey
2,ar,smoothed_wearing_mask,2021-01-12,2021-01-29,17,92.5418012,0.5042036,2714.9386,state,fb-survey
3,az,smoothed_wearing_mask,2021-01-12,2021-01-29,17,93.8401496,0.316592,5767.119,state,fb-survey
4,ca,smoothed_wearing_mask,2021-01-12,2021-01-29,17,96.5100396,0.1156761,25171.2886,state,fb-survey
5,co,smoothed_wearing_mask,2021-01-12,2021-01-29,17,93.5555466,0.3521055,4863.065,state,fb-survey
6,ct,smoothed_wearing_mask,2021-01-12,2021-01-29,17,96.9392939,0.2745574,3936.0,state,fb-survey
7,dc,smoothed_wearing_mask,2021-01-12,2021-01-29,17,98.4375,0.6087882,415.0,state,fb-survey
8,de,smoothed_wearing_mask,2021-01-12,2021-01-29,17,96.8316575,0.5162772,1151.0219,state,fb-survey
9,fl,smoothed_wearing_mask,2021-01-12,2021-01-29,17,91.1672979,0.2197852,16670.0003,state,fb-survey
10,ga,smoothed_wearing_mask,2021-01-12,2021-01-29,17,90.1080263,0.3681949,6574.9253,state,fb-survey
11,hi,smoothed_wearing_mask,2021-01-12,2021-01-29,17,95.6038647,0.6375481,1034.0,state,fb-survey
12,ia,smoothed_wearing_mask,2021-01-12,2021-01-29,17,91.6238147,0.4713656,3454.1313,state,fb-survey
13,id,smoothed_wearing_mask,2021-01-12,2021-01-29,17,83.8220097,0.8631842,1820.0179,state,fb-survey
14,il,smoothed_wearing_mask,2021-01-12,2021-01-29,17,94.4900606,0.2204195,10716.0017,state,fb-survey
15,in,smoothed_wearing_mask,2021-01-12,2021-01-29,17,92.9642711,0.3320285,5933.0021,state,fb-survey
16,ks,smoothed_wearing_mask,2021-01-12,2021-01-29,17,91.1266023,0.5199396,2991.0895,state,fb-survey
17,ky,smoothed_wearing_mask,2021-01-12,2021-01-29,17,93.747618,0.389854,3856.5746,state,fb-survey
18,la,smoothed_wearing_mask,2021-01-12,2021-01-29,17,89.9102262,0.4769334,3988.1826,state,fb-survey
19,ma,smoothed_wearing_mask,2021-01-12,2021-01-29,17,97.5930253,0.2122759,5213.014,state,fb-survey
20,md,smoothed_wearing_mask,2021-01-12,2021-01-29,17,97.1720114,0.2539837,4259.9754,state,fb-survey
21,me,smoothed_wearing_mask,2021-01-12,2021-01-29,17,96.8090452,0.394095,1989.0,state,fb-survey
22,mi,smoothed_wearing_mask,2021-01-12,2021-01-29,17,94.2433304,0.2278733,10448.0415,state,fb-survey
23,mn,smoothed_wearing_mask,2021-01-12,2021-01-29,17,93.8576353,0.3694146,4224.5176,state,fb-survey
24,mo,smoothed_wearing_mask,2021-01-12,2021-01-29,17,89.0617223,0.4511996,4785.2279,state,fb-survey
25,ms,smoothed_wearing_mask,2021-01-12,2021-01-29,17,90.5111255,0.5921455,2449.4002,state,fb-survey
26,mt,smoothed_wearing_mask,2021-01-12,2021-01-29,17,89.5460347,0.8409894,1323.5682,state,fb-survey
27,nc,smoothed_wearing_mask,2021-01-12,2021-01-29,17,94.2052277,0.2380041,9637.0128,state,fb-survey
28,nd,smoothed_wearing_mask,2021-01-12,2021-01-29,17,89.0235687,1.2514128,623.9718,state,fb-survey
29,ne,smoothed_wearing_mask,2021-01-12,2021-01-29,17,90.4106446,0.6813817,1867.3602,state,fb-survey
30,nh,smoothed_wearing_mask,2021-01-12,2021-01-29,17,95.9876543,0.4650235,1781.0,state,fb-survey
31,nj,smoothed_wearing_mask,2021-01-12,2021-01-29,17,97.3341649,0.2151216,5606.9987,state,fb-survey
32,nm,smoothed_wearing_mask,2021-01-12,2021-01-29,17,95.728726,0.3994452,2562.6262,state,fb-survey
33,nv,smoothed_wearing_mask,2021-01-12,2021-01-29,17,95.1774218,0.4694331,2082.8874,state,fb-survey
34,ny,smoothed_wearing_mask,2021-01-12,2021-01-29,17,96.8909792,0.1494223,13492.0007,state,fb-survey
35,oh,smoothed_wearing_mask,2021-01-12,2021-01-29,17,93.9027813,0.2329255,10553.0023,state,fb-survey
36,ok,smoothed_wearing_mask,2021-01-12,2021-01-29,17,89.4352531,0.4868493,3986.3809,state,fb-survey
37,or,smoothed_wearing_mask,2021-01-12,2021-01-29,17,94.820844,0.3460039,4102.0488,state,fb-survey
38,pa,smoothed_wearing_mask,2021-01-12,2021-01-29,17,93.9690254,0.2239577,11299.0061,state,fb-survey
39,ri,smoothed_wearing_mask,2021-01-12,2021-01-29,17,96.812517,0.5421231,1049.986,state,fb-survey
40,sc,smoothed_wearing_mask,2021-01-12,2021-01-29,17,92.4656319,0.3504347,5673.0034,state,fb-survey
41,sd,smoothed_wearing_mask,2021-01-12,2021-01-29,17,80.5133052,1.2941504,936.7773,state,fb-survey
42,tn,smoothed_wearing_mask,2021-01-12,2021-01-29,17,91.1967071,0.3670068,5960.4079,state,fb-survey
43,tx,smoothed_wearing_mask,2021-01-12,2021-01-29,17,93.9140911,0.1737898,18923.7592,state,fb-survey
44,ut,smoothed_wearing_mask,2021-01-12,2021-01-29,17,92.2903536,0.5152175,2680.4615,state,fb-survey
45,va,smoothed_wearing_mask,2021-01-12,2021-01-29,17,95.7788968,0.2296267,7667.4527,state,fb-survey
46,vt,smoothed_wearing_mask,2021-01-12,2021-01-29,17,95.5263133,0.6710591,949.0017,state,fb-survey
47,wa,smoothed_wearing_mask,2021-01-12,2021-01-29,17,96.2939276,0.2262127,6973.9528,state,fb-survey
48,wi,smoothed_wearing_mask,2021-01-12,2021-01-29,17,92.1262919,0.3739601,5186.9533,state,fb-survey
49,wv,smoothed_wearing_mask,2021-01-12,2021-01-29,17,94.0014695,0.4907555,2341.257,state,fb-survey
50,wy,smoothed_wearing_mask,2021-01-12,2021-01-29,17,78.3324489,1.6315332,637.6167,state,fb-survey
0,ak,smoothed_wearing_mask,2021-01-13,2021-01-29,16,88.8530928,1.1304793,775.0,state,fb-survey
1,al,smoothed_wearing_mask,2021-01-13,2021-01-29,16,91.0771457,0.4523212,3972.093,state,fb-survey
2,ar,smoothed_wearing_mask,2021-01-13,2021-01-29,16,92.5049269,0.5016651,2754.9451,state,fb-survey
3,az,smoothed_wearing_mask,2021-01-13,2021-01-29,16,94.082459,0.3111699,5749.8262,state,fb-survey
4,ca,smoothed_wearing_mask,2021-01-13,2021-01-29,16,96.5667584,0.1142858,25383.2582,state,fb-survey
5,co,smoothed_wearing_mask,2021-01-13,2021-01-29,16,93.5582352,0.3530915,4834.0648,state,fb-survey
6,ct,smoothed_wearing_mask,2021-01-13,2021-01-29,16,96.9969589,0.2717291,3945.0,state,fb-survey
7,dc,smoothed_wearing_mask,2021-01-13,2021-01-29,16,98.9910314,0.4737582,445.0,state,fb-survey
8,de,smoothed_wearing_mask,2021-01-13,2021-01-29,16,97.1616082,0.4909844,1144.0146,state,fb-survey
9,fl,smoothed_wearing_mask,2021-01-13,2021-01-29,16,91.2426716,0.2175569,16882.0005,state,fb-survey
10,ga,smoothed_wearing_mask,2021-01-13,2021-01-29,16,90.3631947,0.3622795,6634.9429,state,fb-survey
11,hi,smoothed_wearing_mask,2021-01-13,2021-01-29,16,95.9000943,0.6090368,1060.0,state,fb-survey
12,ia,smoothed_wearing_mask,2021-01-13,2021-01-29,16,91.7891618,0.4682111,3437.9181,state,fb-survey
13,id,smoothed_wearing_mask,2021-01-13,2021-01-29,16,84.0084232,0.8615158,1810.0378,state,fb-survey
14,il,smoothed_wearing_mask,2021-01-13,2021-01-29,16,94.5462106,0.218981,10753.0016,state,fb-survey
15,in,smoothed_wearing_mask,2021-01-13,2021-01-29,16,93.1049021,0.3296092,5909.0031,state,fb-survey
16,ks,smoothed_wearing_mask,2021-01-13,2021-01-29,16,91.6868383,0.5070895,2964.1763,state,fb-survey
17,ky,smoothed_wearing_mask,2021-01-13,2021-01-29,16,93.9486827,0.3830712,3874.1959,state,fb-survey
18,la,smoothed_wearing_mask,2021-01-13,2021-01-29,16,89.8506602,0.4772243,4004.1827,state,fb-survey
19,ma,smoothed_wearing_mask,2021-01-13,2021-01-29,16,97.5019061,0.2151264,5263.0135,state,fb-survey
20,md,smoothed_wearing_mask,2021-01-13,2021-01-29,16,97.0703939,0.2566598,4316.9832,state,fb-survey
21,me,smoothed_wearing_mask,2021-01-13,2021-01-29,16,96.602919,0.406498,1986.0,state,fb-survey
22,mi,smoothed_wearing_mask,2021-01-13,2021-01-29,16,94.3492109,0.2245555,10573.0418,state,fb-survey
23,mn,smoothed_wearing_mask,2021-01-13,2021-01-29,16,93.9703156,0.3663992,4220.6206,state,fb-survey
24,mo,smoothed_wearing_mask,2021-01-13,2021-01-29,16,88.7274124,0.4571826,4785.2214,state,fb-survey
25,ms,smoothed_wearing_mask,2021-01-13,2021-01-29,16,90.8049597,0.5851174,2438.8055,state,fb-survey
26,mt,smoothed_wearing_mask,2021-01-13,2021-01-29,16,89.1111563,0.8585132,1316.4971,state,fb-survey
27,nc,smoothed_wearing_mask,2021-01-13,2021-01-29,16,94.3757085,0.2339498,9698.0137,state,fb-survey
28,nd,smoothed_wearing_mask,2021-01-13,2021-01-29,16,90.2931034,1.1817827,627.5665,state,fb-survey
29,ne,smoothed_wearing_mask,2021-01-13,2021-01-29,16,90.9739443,0.6634867,1865.308,state,fb-survey
30,nh,smoothed_wearing_mask,2021-01-13,2021-01-29,16,95.8263305,0.4734826,1784.0,state,fb-survey
31,nj,smoothed_wearing_mask,2021-01-13,2021-01-29,16,97.4964609,0.2078304,5650.9988,state,fb-survey
32,nm,smoothed_wearing_mask,2021-01-13,2021-01-29,16,95.3244752,0.4142179,2597.6281,state,fb-survey
33,nv,smoothed_wearing_mask,2021-01-13,2021-01-29,16,94.9883044,0.4779383,2084.0648,state,fb-survey
34,ny,smoothed_wearing_mask,2021-01-13,2021-01-29,16,96.8847,0.1493636,13529.0004,state,fb-survey
35,oh,smoothed_wearing_mask,2021-01-13,2021-01-29,16,94.1307397,0.2287962,10554.003,state,fb-survey
36,ok,smoothed_wearing_mask,2021-01-13,2021-01-29,16,89.6659953,0.4820066,3988.3237,state,fb-survey
37,or,smoothed_wearing_mask,2021-01-13,2021-01-29,16,95.1040942,0.3380733,4073.9007,state,fb-survey
38,pa,smoothed_wearing_mask,2021-01-13,2021-01-29,16,94.1900439,0.2197437,11333.0064,state,fb-survey
39,ri,smoothed_wearing_mask,2021-01-13,2021-01-29,16,96.9387353,0.5372859,1027.9865,state,fb-survey
40,sc,smoothed_wearing_mask,2021-01-13,2021-01-29,16,92.2031204,0.3551368,5700.0038,state,fb-survey
41,sd,smoothed_wearing_mask,2021-01-13,2021-01-29,16,80.7280475,1.2910782,933.3511,state,fb-survey
42,tn,smoothed_wearing_mask,2021-01-13,2021-01-29,16,91.2263006,0.3669918,5942.7858,state,fb-survey
43,tx,smoothed_wearing_mask,2021-01-13,2021-01-29,16,94.2157645,0.1698479,18890.7584,state,fb-survey
44,ut,smoothed_wearing_mask,2021-01-13,2021-01-29,16,92.4934505,0.5109219,2659.7591,state,fb-survey
45,va,smoothed_wearing_mask,2021-01-13,2021-01-29,16,95.8577865,0.2280657,7633.7876,state,fb-survey
46,vt,smoothed_wearing_mask,2021-01-13,2021-01-29,16,95.3549039,0.6803189,957.0017,state,fb-survey
47,wa,smoothed_wearing_mask,2021-01-13,2021-01-29,16,96.295518,0.2265561,6949.9529,state,fb-survey
48,wi,smoothed_wearing_mask,2021-01-13,2021-01-29,16,92.7665604,0.3595725,5189.9537,state,fb-survey
49,wv,smoothed_wearing_mask,2021-01-13,2021-01-29,16,93.6056856,0.5027235,2368.3064,state,fb-survey
50,wy,smoothed_wearing_mask,2021-01-13,2021-01-29,16,78.2703608,1.6474765,626.6303,state,fb-survey
0,ak,smoothed_wearing_mask,2021-01-14,2021-01-29,15,89.9606299,1.0893994,761.0,state,fb-survey
1,al,smoothed_wearing_mask,2021-01-14,2021-01-29,15,91.2056647,0.4480165,3996.1048,state,fb-survey
2,ar,smoothed_wearing_mask,2021-01-14,2021-01-29,15,92.8430135,0.4884806,2784.7409,state,fb-survey
3,az,smoothed_wearing_mask,2021-01-14,2021-01-29,15,94.344612,0.303655,5786.5339,state,fb-survey
4,ca,smoothed_wearing_mask,2021-01-14,2021-01-29,15,96.5289239,0.1144121,25596.3331,state,fb-survey
5,co,smoothed_wearing_mask,2021-01-14,2021-01-29,15,93.75042,0.3468281,4870.745,state,fb-survey
6,ct,smoothed_wearing_mask,2021-01-14,2021-01-29,15,97.1886031,0.2625108,3965.0,state,fb-survey
7,dc,smoothed_wearing_mask,2021-01-14,2021-01-29,15,99.4266055,0.3620207,435.0,state,fb-survey
8,de,smoothed_wearing_mask,2021-01-14,2021-01-29,15,97.036764,0.490119,1197.0146,state,fb-survey
9,fl,smoothed_wearing_mask,2021-01-14,2021-01-29,15,91.4540691,0.2138567,17089.0002,state,fb-survey
10,ga,smoothed_wearing_mask,2021-01-14,2021-01-29,15,90.8192673,0.3547081,6626.9416,state,fb-survey
11,hi,smoothed_wearing_mask,2021-01-14,2021-01-29,15,95.9639126,0.6067732,1052.0,state,fb-survey
12,ia,smoothed_wearing_mask,2021-01-14,2021-01-29,15,91.8586573,0.4645149,3465.906,state,fb-survey
13,id,smoothed_wearing_mask,2021-01-14,2021-01-29,15,84.4826189,0.842697,1846.0475,state,fb-survey
14,il,smoothed_wearing_mask,2021-01-14,2021-01-29,15,94.5431898,0.2179865,10857.0009,state,fb-survey
15,in,smoothed_wearing_mask,2021-01-14,2021-01-29,15,93.1289437,0.3261098,6017.0048,state,fb-survey
16,ks,smoothed_wearing_mask,2021-01-14,2021-01-29,15,91.624787,0.5076214,2978.0299,state,fb-survey
17,ky,smoothed_wearing_mask,2021-01-14,2021-01-29,15,94.1501757,0.3747288,3922.1999,state,fb-survey
18,la,smoothed_wearing_mask,2021-01-14,2021-01-29,15,89.7985884,0.4759262,4044.3676,state,fb-survey
19,ma,smoothed_wearing_mask,2021-01-14,2021-01-29,15,97.4692022,0.2162677,5274.0165,state,fb-survey
20,md,smoothed_wearing_mask,2021-01-14,2021-01-29,15,97.1213762,0.2542775,4323.9834,state,fb-survey
21,me,smoothed_wearing_mask,2021-01-14,2021-01-29,15,96.5193089,0.4132736,1967.0,state,fb-survey
22,mi,smoothed_wearing_mask,2021-01-14,2021-01-29,15,94.2208394,0.2246644,10788.0599,state,fb-survey
23,mn,smoothed_wearing_mask,2021-01-14,2021-01-29,15,94.075107,0.3609778,4277.5414,state,fb-survey
24,mo,smoothed_wearing_mask,2021-01-14,2021-01-29,15,88.9335713,0.4510169,4838.2414,state,fb-survey
25,ms,smoothed_wearing_mask,2021-01-14,2021-01-29,15,90.6454305,0.5869541,2461.2822,state,fb-survey
26,mt,smoothed_wearing_mask,2021-01-14,2021-01-29,15,88.5281522,0.8769158,1320.6842,state,fb-survey
27,nc,smoothed_wearing_mask,2021-01-14,2021-01-29,15,94.5637704,0.2293139,9776.0134,state,fb-survey
28,nd,smoothed_wearing_mask,2021-01-14,2021-01-29,15,90.3395793,1.1662899,641.5952,state,fb-survey
29,ne,smoothed_wearing_mask,2021-01-14,2021-01-29,15,90.9807047,0.6535126,1921.383,state,fb-survey
30,nh,smoothed_wearing_mask,2021-01-14,2021-01-29,15,95.754717,0.4750907,1801.0,state,fb-survey
31,nj,smoothed_wearing_mask,2021-01-14,2021-01-29,15,97.4689082,0.2078955,5707.9988,state,fb-survey
32,nm,smoothed_wearing_mask,2021-01-14,2021-01-29,15,95.2660903,0.4141787,2628.953,state,fb-survey
33,nv,smoothed_wearing_mask,2021-01-14,2021-01-29,15,95.0193651,0.4773437,2076.9901,state,fb-survey
34,ny,smoothed_wearing_mask,2021-01-14,2021-01-29,15,96.9120536,0.1475488,13746.0002,state,fb-survey
35,oh,smoothed_wearing_mask,2021-01-14,2021-01-29,15,94.2761708,0.2253085,10630.0021,state,fb-survey
36,ok,smoothed_wearing_mask,2021-01-14,2021-01-29,15,89.9220935,0.4758125,4002.8107,state,fb-survey
37,or,smoothed_wearing_mask,2021-01-14,2021-01-29,15,95.4322333,0.3259126,4103.8988,state,fb-survey
38,pa,smoothed_wearing_mask,2021-01-14,2021-01-29,15,94.3549738,0.2153337,11487.0069,state,fb-survey
39,ri,smoothed_wearing_mask,2021-01-14,2021-01-29,15,97.0505162,0.5179563,1066.9835,state,fb-survey
40,sc,smoothed_wearing_mask,2021-01-14,2021-01-29,15,91.8695686,0.3604511,5749.0036,state,fb-survey
41,sd,smoothed_wearing_mask,2021-01-14,2021-01-29,15,81.8075486,1.2587674,939.2768,state,fb-survey
42,tn,smoothed_wearing_mask,2021-01-14,2021-01-29,15,91.3905091,0.3646674,5916.7715,state,fb-survey
43,tx,smoothed_wearing_mask,2021-01-14,2021-01-29,15,94.2375178,0.1689384,19027.2705,state,fb-survey
44,ut,smoothed_wearing_mask,2021-01-14,2021-01-29,15,92.659296,0.5064614,2651.7592,state,fb-survey
45,va,smoothed_wearing_mask,2021-01-14,2021-01-29,15,95.8799713,0.2252847,7783.3147,state,fb-survey
46,vt,smoothed_wearing_mask,2021-01-14,2021-01-29,15,95.636557,0.6548923,973.0015,state,fb-survey
47,wa,smoothed_wearing_mask,2021-01-14,2021-01-29,15,96.3087787,0.2257602,6974.954,state,fb-survey
48,wi,smoothed_wearing_mask,2021-01-14,2021-01-29,15,92.6318841,0.3602888,5257.9387,state,fb-survey
49,wv,smoothed_wearing_mask,2021-01-14,2021-01-29,15,93.5042518,0.5104235,2331.3056,state,fb-survey
50,wy,smoothed_wearing_mask,2021-01-14,2021-01-29,15,79.3603382,1.6176692,625.9313,state,fb-survey
0,ak,smoothed_wearing_mask,2021-01-15,2021-01-29,14,88.9949109,1.1169778,785.0,state,fb-survey
1,al,smoothed_wearing_mask,2021-01-15,2021-01-29,14,91.3345703,0.4481866,3940.1029,state,fb-survey
2,ar,smoothed_wearing_mask,2021-01-15,2021-01-29,14,92.7917054,0.4893898,2792.7482,state,fb-survey
3,az,smoothed_wearing_mask,2021-01-15,2021-01-29,14,94.3777061,0.3033244,5767.2417,state,fb-survey
4,ca,smoothed_wearing_mask,2021-01-15,2021-01-29,14,96.4795943,0.1153611,25521.7087,state,fb-survey
5,co,smoothed_wearing_mask,2021-01-15,2021-01-29,14,93.889024,0.3439552,4849.7751,state,fb-survey
6,ct,smoothed_wearing_mask,2021-01-15,2021-01-29,14,97.3389356,0.2568596,3926.0,state,fb-survey
7,dc,smoothed_wearing_mask,2021-01-15,2021-01-29,14,99.2045455,0.4239759,439.0,state,fb-survey
8,de,smoothed_wearing_mask,2021-01-15,2021-01-29,14,96.9172677,0.5025432,1183.0146,state,fb-survey
9,fl,smoothed_wearing_mask,2021-01-15,2021-01-29,14,91.6471359,0.211799,17065.0002,state,fb-survey
10,ga,smoothed_wearing_mask,2021-01-15,2021-01-29,14,90.6803952,0.3563019,6656.9379,state,fb-survey
11,hi,smoothed_wearing_mask,2021-01-15,2021-01-29,14,96.294514,0.5863065,1038.0,state,fb-survey
12,ia,smoothed_wearing_mask,2021-01-15,2021-01-29,14,92.2582841,0.4540781,3464.029,state,fb-survey
13,id,smoothed_wearing_mask,2021-01-15,2021-01-29,14,85.3445687,0.8311253,1810.6792,state,fb-survey
14,il,smoothed_wearing_mask,2021-01-15,2021-01-29,14,94.5917284,0.2170206,10862.001,state,fb-survey
15,in,smoothed_wearing_mask,2021-01-15,2021-01-29,14,93.3171584,0.3230127,5977.0049,state,fb-survey
16,ks,smoothed_wearing_mask,2021-01-15,2021-01-29,14,91.7149164,0.5075175,2950.0867,state,fb-survey
17,ky,smoothed_wearing_mask,2021-01-15,2021-01-29,14,94.128783,0.3744284,3941.9662,state,fb-survey
18,la,smoothed_wearing_mask,2021-01-15,2021-01-29,14,89.8877423,0.4737259,4050.3673,state,fb-survey
19,ma,smoothed_wearing_mask,2021-01-15,2021-01-29,14,97.6029401,0.2097472,5318.016,state,fb-survey
20,md,smoothed_wearing_mask,2021-01-15,2021-01-29,14,97.2015684,0.251367,4304.9834,state,fb-survey
21,me,smoothed_wearing_mask,2021-01-15,2021-01-29,14,96.6174975,0.4078173,1965.0,state,fb-survey
22,mi,smoothed_wearing_mask,2021-01-15,2021-01-29,14,94.2358209,0.2246408,10764.061,state,fb-survey
23,mn,smoothed_wearing_mask,2021-01-15,2021-01-29,14,94.2752425,0.3577055,4217.97,state,fb-survey
24,mo,smoothed_wearing_mask,2021-01-15,2021-01-29,14,88.5180259,0.4583799,4837.2351,state,fb-survey
25,ms,smoothed_wearing_mask,2021-01-15,2021-01-29,14,90.8997331,0.5809103,2451.3116,state,fb-survey
26,mt,smoothed_wearing_mask,2021-01-15,2021-01-29,14,88.5847864,0.8764426,1316.4252,state,fb-survey
27,nc,smoothed_wearing_mask,2021-01-15,2021-01-29,14,94.3707543,0.2337215,9725.0136,state,fb-survey
28,nd,smoothed_wearing_mask,2021-01-15,2021-01-29,14,89.1332746,1.224832,645.6327,state,fb-survey
29,ne,smoothed_wearing_mask,2021-01-15,2021-01-29,14,91.1398064,0.6520209,1899.4517,state,fb-survey
30,nh,smoothed_wearing_mask,2021-01-15,2021-01-29,14,95.6413104,0.4812431,1800.0,state,fb-survey
31,nj,smoothed_wearing_mask,2021-01-15,2021-01-29,14,97.4908833,0.2061136,5757.9988,state,fb-survey
32,nm,smoothed_wearing_mask,2021-01-15,2021-01-29,14,95.4909504,0.4031483,2649.217,state,fb-survey
33,nv,smoothed_wearing_mask,2021-01-15,2021-01-29,14,95.1326406,0.4760573,2043.17,state,fb-survey
34,ny,smoothed_wearing_mask,2021-01-15,2021-01-29,14,97.0560408,0.1442114,13739.0004,state,fb-survey
35,oh,smoothed_wearing_mask,2021-01-15,2021-01-29,14,94.5027629,0.2206749,10668.0032,state,fb-survey
36,ok,smoothed_wearing_mask,2021-01-15,2021-01-29,14,90.1835144,0.4694075,4017.7529,state,fb-survey
37,or,smoothed_wearing_mask,2021-01-15,2021-01-29,14,95.2198573,0.3311124,4151.6187,state,fb-survey
38,pa,smoothed_wearing_mask,2021-01-15,2021-01-29,14,94.6086077,0.2108701,11471.0069,state,fb-survey
39,ri,smoothed_wearing_mask,2021-01-15,2021-01-29,14,97.2557731,0.4985042,1073.984,state,fb-survey
40,sc,smoothed_wearing_mask,2021-01-15,2021-01-29,14,92.0542008,0.3576271,5719.0036,state,fb-survey
41,sd,smoothed_wearing_mask,2021-01-15,2021-01-29,14,81.6720329,1.263352,937.8619,state,fb-survey
42,tn,smoothed_wearing_mask,2021-01-15,2021-01-29,14,91.1114946,0.3729938,5821.0159,state,fb-survey
43,tx,smoothed_wearing_mask,2021-01-15,2021-01-29,14,94.4327547,0.1668432,18886.2692,state,fb-survey
44,ut,smoothed_wearing_mask,2021-01-15,2021-01-29,14,92.8845647,0.5018927,2623.7544,state,fb-survey
45,va,smoothed_wearing_mask,2021-01-15,2021-01-29,14,95.9130098,0.2236642,7835.887,state,fb-survey
46,vt,smoothed_wearing_mask,2021-01-15,2021-01-29,14,95.8247397,0.6425668,969.0018,state,fb-survey
47,wa,smoothed_wearing_mask,2021-01-15,2021-01-29,14,96.3139779,0.2250112,7011.953,state,fb-survey
48,wi,smoothed_wearing_mask,2021-01-15,2021-01-29,14,92.5686589,0.3604758,5293.9393,state,fb-survey
49,wv,smoothed_wearing_mask,2021-01-15,2021-01-29,14,93.8891839,0.4943934,2347.305,state,fb-survey
50,wy,smoothed_wearing_mask,2021-01-15,2021-01-29,14,80.658515,1.5836467,622.0473,state,fb-survey
0,ak,smoothed_wearing_mask,2021-01-16,2021-01-29,13,89.1304348,1.0977187,804.0,state,fb-survey
1,al,smoothed_wearing_mask,2021-01-16,2021-01-29,13,91.3919799,0.4499926,3885.0864,state,fb-survey
2,ar,smoothed_wearing_mask,2021-01-16,2021-01-29,13,92.7691356,0.4885304,2810.6749,state,fb-survey
3,az,smoothed_wearing_mask,2021-01-16,2021-01-29,13,94.2254999,0.309383,5684.4705,state,fb-survey
4,ca,smoothed_wearing_mask,2021-01-16,2021-01-29,13,96.3653926,0.1176016,25325.1409,state,fb-survey
5,co,smoothed_wearing_mask,2021-01-16,2021-01-29,13,94.1049669,0.3379299,4857.8667,state,fb-survey
6,ct,smoothed_wearing_mask,2021-01-16,2021-01-29,13,97.5,0.2500321,3899.0,state,fb-survey
7,dc,smoothed_wearing_mask,2021-01-16,2021-01-29,13,98.7385321,0.5351023,435.0,state,fb-survey
8,de,smoothed_wearing_mask,2021-01-16,2021-01-29,13,96.875057,0.5024739,1199.0219,state,fb-survey
9,fl,smoothed_wearing_mask,2021-01-16,2021-01-29,13,91.6729955,0.2111731,17117.9999,state,fb-survey
10,ga,smoothed_wearing_mask,2021-01-16,2021-01-29,13,90.342333,0.3627387,6630.9485,state,fb-survey
11,hi,smoothed_wearing_mask,2021-01-16,2021-01-29,13,96.1872587,0.5952608,1035.0,state,fb-survey
12,ia,smoothed_wearing_mask,2021-01-16,2021-01-29,13,92.3627392,0.4507323,3472.1392,state,fb-survey
13,id,smoothed_wearing_mask,2021-01-16,2021-01-29,13,85.6065911,0.8175136,1843.6603,state,fb-survey
