,geo_value,time_value,value,sample_size,positive,negative,trend
3202,nh,2020-12-09,95.5493,1762.7766,1684.3211,78.4555,31
3203,nj,2020-12-09,95.9742,5649.9958,5422.5361,227.4597,48
3204,nm,2020-12-09,94.2799,1965.7288,1853.2863,112.4425,36
3205,nv,2020-12-09,92.7585,1994.056,1849.6571,144.3989,48
3206,ny,2020-12-09,96.6991,12555.9998,12141.5329,414.4669,64
3207,oh,2020-12-09,93.8084,10908.9943,10233.5562,675.4381,60
3208,ok,2020-12-09,86.8414,3870.9964,3361.6279,509.3685,64
3209,or,2020-12-09,93.6261,4133.036,3869.6004,263.4356,57
3210,pa,2020-12-09,93.7005,11738.0074,10998.57,739.4374,50
3211,ri,2020-12-09,96.9732,1303.987,1264.5183,39.4687,12
3212,sc,2020-12-09,89.4063,5035.0042,4501.6095,533.3947,38
3213,sd,2020-12-09,82.5561,1068.3819,882.0147,186.3672,41
3214,tn,2020-12-09,88.6501,5794.8094,5137.1041,657.7053,75
3215,tx,2020-12-09,92.4077,16812.0284,15535.6045,1276.4239,57
3216,us,2020-12-09,91.9823,257645.9644,238860.5463,18785.4181,66
3217,ut,2020-12-09,92.917,2759.1644,2563.7328,195.4316,45
3218,va,2020-12-09,94.0163,7048.151,6626.4135,421.7375,66
3219,vt,2020-12-09,97.1627,933.0011,906.5295,26.4716,38
3220,wa,2020-12-09,95.7178,6452.824,6176.5008,276.3232,57
3221,wi,2020-12-09,90.5525,5391.9868,4882.5811,509.4057,25
3222,wv,2020-12-09,92.1141,2263.1552,2084.6843,178.4709,25
3223,wy,2020-12-09,79.5484,685.9695,545.6775,140.292,36
3224,ak,2020-12-10,87.4356,775.0,677.6256,97.3744,31
3225,al,2020-12-10,88.0664,3640.0874,3205.6937,434.3937,60
3226,ar,2020-12-10,91.1565,2627.9908,2395.585,232.4058,48
3227,az,2020-12-10,92.7174,5649.4174,5237.9902,411.4272,53
3228,ca,2020-12-10,95.1962,22575.3159,21490.8351,1084.4808,56
3229,co,2020-12-10,93.7131,5096.8667,4776.4318,320.4349,54
3230,ct,2020-12-10,97.1522,4125.0,4007.5285,117.4715,41
3231,dc,2020-12-10,98.8127,378.0,373.5119,4.4881,65
3232,de,2020-12-10,96.1539,1182.0073,1136.5458,45.4615,35
3233,fl,2020-12-10,89.7254,14895.0015,13364.6042,1530.3973,76
3234,ga,2020-12-10,86.5489,5570.9389,4821.586,749.3529,64
3235,hi,2020-12-10,94.3322,890.0,839.5567,50.4433,52
3236,ia,2020-12-10,90.4856,3649.3576,3302.1417,347.2159,50
3237,id,2020-12-10,84.0485,1864.9858,1567.4926,297.4932,54
3238,il,2020-12-10,94.5249,10291.0675,9727.6221,563.4454,66
3239,in,2020-12-10,91.6946,5965.0105,5469.5936,495.4169,46
3240,ks,2020-12-10,90.9657,2982.0854,2712.6761,269.4093,50
3241,ky,2020-12-10,93.0956,3829.7846,3565.3623,264.4223,61
3242,la,2020-12-10,86.43,3561.9983,3078.6341,483.3642,63
3243,ma,2020-12-10,97.0799,4742.012,4603.5402,138.4718,72
3244,md,2020-12-10,96.6321,3754.9909,3628.5248,126.4661,47
3245,me,2020-12-10,93.7839,2066.2234,1937.7856,128.4378,42
3246,mi,2020-12-10,94.5361,10916.0132,10319.568,596.4452,54
3247,mn,2020-12-10,94.7395,4418.1846,4185.7671,232.4175,46
3248,mo,2020-12-10,87.9619,4763.1802,4189.7836,573.3966,53
3249,ms,2020-12-10,88.686,2420.6773,2146.8028,273.8745,48
3250,mt,2020-12-10,88.6183,1404.2935,1244.4614,159.8321,44
3251,nc,2020-12-10,92.9335,8794.0109,8172.5806,621.4303,50
3252,nd,2020-12-10,86.6934,743.274,644.3696,98.9044,37
3253,ne,2020-12-10,90.6438,1938.9384,1757.5284,181.41,58
3254,nh,2020-12-10,95.5877,1732.7766,1656.3207,76.4559,36
3255,nj,2020-12-10,96.2147,5559.9958,5349.5338,210.462,68
3256,nm,2020-12-10,94.4125,1976.6404,1866.1965,110.4439,40
3257,nv,2020-12-10,93.2323,1926.8653,1796.4617,130.4036,45
3258,ny,2020-12-10,96.7319,12314.9996,11912.5323,402.4673,65
3259,oh,2020-12-10,93.6924,10739.9959,10062.5585,677.4374,57
3260,ok,2020-12-10,86.8156,3779.9971,3281.6289,498.3682,54
3261,or,2020-12-10,93.6,4038.0379,3779.6026,258.4353,29
3262,pa,2020-12-10,93.4524,11675.0074,10910.5723,764.4351,38
3263,ri,2020-12-10,97.2223,1276.988,1241.5168,35.4712,41
3264,sc,2020-12-10,89.5901,4951.0043,4435.6076,515.3967,47
3265,sd,2020-12-10,82.2315,1021.5366,840.025,181.5116,7
3266,tn,2020-12-10,88.5929,5719.1981,5066.8039,652.3942,68
3267,tx,2020-12-10,92.364,16454.0342,15197.6106,1256.4236,53
3268,us,2020-12-10,91.9636,253903.3718,235481.7714,18421.6004,67
3269,ut,2020-12-10,92.8495,2761.0674,2563.6365,197.4309,36
3270,va,2020-12-10,93.9105,6931.5639,6509.4629,422.101,67
3271,vt,2020-12-10,97.2698,933.001,907.5283,25.4727,39
3272,wa,2020-12-10,95.8775,6411.823,6147.4982,264.3248,63
3273,wi,2020-12-10,90.734,5270.9867,4782.5792,488.4075,35
3274,wv,2020-12-10,91.8518,2227.1053,2045.6369,181.4684,36
3275,wy,2020-12-10,79.3473,689.0333,546.7291,142.3042,18
3276,ak,2020-12-11,87.4527,792.0,692.6255,99.3745,10
3277,al,2020-12-11,88.171,3613.0924,3185.6995,427.3929,69
3278,ar,2020-12-11,90.6759,2588.991,2347.5902,241.4008,47
3279,az,2020-12-11,92.7412,5640.4086,5230.9812,409.4274,55
3280,ca,2020-12-11,95.3226,22587.2382,21530.7505,1056.4877,54
3281,co,2020-12-11,93.5674,5089.7448,4762.3411,327.4037,61
3282,ct,2020-12-11,97.1632,4000.0,3886.5284,113.4716,44
3283,dc,2020-12-11,98.8462,389.0,384.5115,4.4885,57
3284,de,2020-12-11,96.45,1168.0146,1126.5501,41.4645,22
3285,fl,2020-12-11,89.7592,14700.0014,13194.6036,1505.3978,63
3286,ga,2020-12-11,86.3063,5464.933,4716.5805,748.3525,69
3287,hi,2020-12-11,94.1472,896.0,843.5585,52.4415,22
3288,ia,2020-12-11,90.503,3635.2732,3290.0326,345.2406,40
3289,id,2020-12-11,84.3365,1860.1243,1568.7628,291.3615,54
3290,il,2020-12-11,94.6415,10179.0674,9633.6208,545.4466,52
3291,in,2020-12-11,91.5438,5965.0114,5460.5957,504.4157,51
3292,ks,2020-12-11,91.1856,2977.0852,2714.6737,262.4115,38
3293,ky,2020-12-11,92.7119,3792.8032,3516.3804,276.4228,59
3294,la,2020-12-11,86.516,3517.9984,3043.6332,474.3652,59
3295,ma,2020-12-11,96.9019,4760.013,4612.543,147.47,75
3296,md,2020-12-11,96.4872,3713.9837,3583.519,130.4647,59
3297,me,2020-12-11,93.5083,1978.4468,1850.0117,128.4351,11
3298,mi,2020-12-11,94.3367,10726.0298,10118.5863,607.4435,44
3299,mn,2020-12-11,94.8315,4342.0171,4117.5987,224.4184,46
3300,mo,2020-12-11,87.8196,4634.2565,4069.7856,564.4709,58
3301,ms,2020-12-11,88.8535,2376.318,2111.4419,264.8761,54
3302,mt,2020-12-11,88.6511,1364.2925,1209.4601,154.8324,23
3303,nc,2020-12-11,92.8366,8703.0098,8079.5802,623.4296,52
3304,nd,2020-12-11,87.1344,729.9193,636.0105,93.9088,5
3305,ne,2020-12-11,90.1982,1911.9423,1724.5367,187.4056,39
3306,nh,2020-12-11,95.2905,1729.5532,1648.1003,81.4529,20
3307,nj,2020-12-11,96.2422,5573.9963,5364.534,209.4623,46
3308,nm,2020-12-11,94.0823,2069.5508,1947.0803,122.4705,27
3309,nv,2020-12-11,92.999,1919.6698,1785.2743,134.3955,65
3310,ny,2020-12-11,96.7122,12149.9994,11750.5323,399.4671,49
3311,oh,2020-12-11,93.6409,10652.995,9975.5586,677.4364,51
3312,ok,2020-12-11,86.6364,3736.7533,3237.3873,499.366,43
3313,or,2020-12-11,93.7377,4031.0351,3778.5977,252.4374,76
3314,pa,2020-12-11,93.4188,11737.0071,10964.5726,772.4345,30
3315,ri,2020-12-11,97.356,1265.987,1232.5144,33.4726,24
3316,sc,2020-12-11,89.9309,4920.0045,4424.6044,495.4001,45
3317,sd,2020-12-11,82.4719,995.0549,820.6403,174.4146,40
3318,tn,2020-12-11,88.6331,5660.19,5016.8,643.39,68
3319,tx,2020-12-11,92.4537,16318.2719,15086.8475,1231.4244,48
3320,us,2020-12-11,91.9182,251891.3993,233578.7288,18312.6705,66
3321,ut,2020-12-11,92.7949,2726.2938,2529.8611,196.4327,36
3322,va,2020-12-11,93.9848,6968.9406,6549.7466,419.194,78
3323,vt,2020-12-11,96.7063,925.0011,894.534,30.4671,10
3324,wa,2020-12-11,95.7632,6359.9603,6090.5027,269.4576,61
3325,wi,2020-12-11,90.4462,5174.9706,4680.5656,494.405,26
3326,wv,2020-12-11,91.9005,2191.1057,2013.6369,177.4688,15
3327,wy,2020-12-11,79.0277,688.043,543.7444,144.2986,18
3328,ak,2020-12-12,87.5,779.0,681.625,97.375,35
3329,al,2020-12-12,89.0897,3624.0865,3228.6883,395.3982,61
3330,ar,2020-12-12,90.4905,2527.9921,2287.5932,240.3989,70
3331,az,2020-12-12,92.7875,5574.7115,5172.6375,402.074,71
3332,ca,2020-12-12,95.4731,22609.2441,21585.7549,1023.4892,64
3333,co,2020-12-12,93.278,5093.7445,4751.3437,342.4008,50
3334,ct,2020-12-12,96.9422,3907.0,3787.5306,119.4694,35
3335,dc,2020-12-12,98.1061,395.0,387.5189,7.4811,43
3336,de,2020-12-12,96.3333,1131.0219,1089.5513,41.4706,24
3337,fl,2020-12-12,89.9917,14532.0014,13077.6013,1454.4001,59
3338,ga,2020-12-12,86.7462,5321.9338,4616.5727,705.3611,69
3339,hi,2020-12-12,94.2087,871.0,820.5579,50.4421,24
3340,ia,2020-12-12,90.2488,3571.2379,3222.9999,348.238,34
3341,id,2020-12-12,84.1049,1858.1155,1562.7656,295.3499,51
3342,il,2020-12-12,94.4031,10067.0676,9503.6234,563.4442,62
3343,in,2020-12-12,91.5672,5863.0145,5368.5986,494.4159,58
3344,ks,2020-12-12,91.0065,2906.0281,2644.6753,261.3528,42
3345,ky,2020-12-12,92.743,3767.734,3494.311,273.423,59
3346,la,2020-12-12,86.8869,3464.9983,3010.6294,454.3689,78
3347,ma,2020-12-12,97.0918,4727.011,4589.5401,137.4709,75
3348,md,2020-12-12,96.543,3657.9766,3531.5186,126.458,65
3349,me,2020-12-12,93.5911,1957.2234,1831.7875,125.4359,56
3350,mi,2020-12-12,94.2451,10590.0456,9980.603,609.4426,48
3351,mn,2020-12-12,94.6449,4302.9257,4072.5011,230.4246,52
3352,mo,2020-12-12,87.8043,4620.2559,4056.7853,563.4706,40
3353,ms,2020-12-12,88.9674,2333.4045,2075.9686,257.4359,68
3354,mt,2020-12-12,89.3776,1356.5704,1212.4705,144.0999,16
3355,nc,2020-12-12,92.7947,8694.0104,8067.5809,626.4295,56
3356,nd,2020-12-12,86.3836,732.7787,633.0008,99.7779,27
3357,ne,2020-12-12,90.218,1874.9376,1691.5318,183.4058,31
3358,nh,2020-12-12,94.6702,1715.7766,1624.3299,91.4467,27
3359,nj,2020-12-12,96.4299,5502.9962,5306.532,196.4642,56
3360,nm,2020-12-12,94.2787,2199.2459,2073.4195,125.8264,74
3361,nv,2020-12-12,92.9202,1940.664,1803.2693,137.3947,76
3362,ny,2020-12-12,96.6963,11939.9989,11545.5319,394.467,67
3363,oh,2020-12-12,93.6883,10637.9928,9966.5557,671.4371,53
3364,ok,2020-12-12,86.8872,3724.8106,3236.3848,488.4258,56
3365,or,2020-12-12,93.827,3976.0284,3730.5901,245.4383,54
3366,pa,2020-12-12,93.3239,11675.0066,10895.5729,779.4337,40
3367,ri,2020-12-12,97.3705,1234.989,1202.5153,32.4737,55
3368,sc,2020-12-12,89.7582,4837.004,4341.606,495.398,56
3369,sd,2020-12-12,81.9136,958.059,784.7808,173.2782,22
3370,tn,2020-12-12,88.8547,5620.2591,4993.8666,626.3925,71
3371,tx,2020-12-12,92.3414,16144.275,14907.8509,1236.4241,60
3372,us,2020-12-12,91.8812,249630.7917,231525.0418,18105.7499,68
3373,ut,2020-12-12,92.7023,2664.289,2469.8572,194.4318,22
3374,va,2020-12-12,94.0524,6956.2494,6542.5167,413.7327,68
3375,vt,2020-12-12,96.3065,906.0009,872.5378,33.4631,20
3376,wa,2020-12-12,95.6635,6328.967,6054.5105,274.4565,72
3377,wi,2020-12-12,90.3582,5106.9541,4614.5502,492.4039,26
3378,wv,2020-12-12,91.3632,2182.1059,1993.6423,188.4636,24
3379,wy,2020-12-12,78.9681,667.0478,526.7548,140.293,19
3380,ak,2020-12-13,87.5796,784.0,686.6242,97.3758,33
3381,al,2020-12-13,89.0143,3681.0868,3276.6927,404.3941,54
3382,ar,2020-12-13,91.0844,2516.992,2292.5872,224.4048,46
3383,az,2020-12-13,92.8627,5437.2886,5049.2139,388.0747,56
3384,ca,2020-12-13,95.4408,22624.2482,21592.7593,1031.4889,63
3385,co,2020-12-13,93.1767,4988.8084,4648.4075,340.4009,43
3386,ct,2020-12-13,97.0443,3839.0,3725.5296,113.4704,58
3387,dc,2020-12-13,98.0519,384.0,376.5195,7.4805,75
3388,de,2020-12-13,96.3442,1107.0292,1066.5585,40.4707,23
3389,fl,2020-12-13,89.8808,14432.0013,12971.6024,1460.3989,74
3390,ga,2020-12-13,86.5899,5259.9385,4554.5754,705.3631,60
3391,hi,2020-12-13,93.6353,871.0,815.5636,55.4364,38
3392,ia,2020-12-13,90.6659,3495.3136,3169.0588,326.2548,31
3393,id,2020-12-13,83.5904,1836.3891,1535.0444,301.3447,13
3394,il,2020-12-13,94.2261,9897.0452,9325.6026,571.4426,67
3395,in,2020-12-13,91.5538,5830.0142,5337.5987,492.4155,51
3396,ks,2020-12-13,90.6567,2839.9988,2574.6495,265.3493,48
3397,ky,2020-12-13,92.8101,3719.4264,3452.0028,267.4236,63
3398,la,2020-12-13,87.3213,3425.9983,2991.625,434.3733,49
3399,ma,2020-12-13,97.0426,4716.011,4576.5406,139.4704,67
3400,md,2020-12-13,96.5827,3641.9696,3517.5112,124.4584,58
3401,me,2020-12-13,93.7379,1955.2234,1832.786,122.4374,77
3402,mi,2020-12-13,94.1651,10599.0458,9980.604,618.4418,61
3403,mn,2020-12-13,94.3289,4220.9486,3981.5724,239.3762,54
3404,mo,2020-12-13,88.0453,4596.1904,4046.7297,549.4607,67
3405,ms,2020-12-13,89.0705,2320.5171,2066.8955,253.6216,51
3406,mt,2020-12-13,89.3041,1356.588,1211.4884,145.0996,48
3407,nc,2020-12-13,92.6265,8672.0102,8032.5824,639.4278,41
3408,nd,2020-12-13,86.7742,731.9083,635.1077,96.8006,21
3409,ne,2020-12-13,90.3036,1839.9136,1661.5082,178.4054,33
3410,nh,2020-12-13,94.3127,1695.7766,1599.3335,96.4431,20
3411,nj,2020-12-13,96.5209,5416.9962,5228.5311,188.4651,56
3412,nm,2020-12-13,94.5162,2367.5163,2237.6875,129.8288,48
3413,nv,2020-12-13,93.3888,1972.3871,1841.9877,130.3994,51
3414,ny,2020-12-13,96.6815,11886.9998,11492.533,394.4668,66
3415,oh,2020-12-13,93.8676,10573.9937,9925.5547,648.439,46
3416,ok,2020-12-13,87.3521,3687.8103,3221.38,466.4303,37
3417,or,2020-12-13,93.5816,3933.0387,3680.6017,252.437,66
3418,pa,2020-12-13,93.5269,11655.0063,10900.5703,754.436,31
3419,ri,2020-12-13,97.1801,1186.989,1153.5172,33.4718,31
3420,sc,2020-12-13,89.9507,4870.004,4380.6042,489.3998,37
3421,sd,2020-12-13,81.8526,943.9573,772.6532,171.3041,36
3422,tn,2020-12-13,88.8772,5613.5578,4989.1752,624.3826,69
3423,tx,2020-12-13,92.3344,16103.3277,14868.904,1234.4237,50
3424,us,2020-12-13,91.9064,248104.7139,230152.3608,17952.3531,68
3425,ut,2020-12-13,92.6192,2634.3265,2439.8931,194.4334,43
3426,va,2020-12-13,94.0699,6934.113,6522.9147,411.1983,69
3427,vt,2020-12-13,95.6305,903.0009,863.5446,39.4563,30
3428,wa,2020-12-13,95.6685,6243.9556,5973.5001,270.4555,72
3429,wi,2020-12-13,90.8071,5040.9547,4577.5464,463.4083,22
3430,wv,2020-12-13,91.1685,2156.056,1965.6437,190.4123,39
3431,wy,2020-12-13,79.806,665.0418,530.7433,134.2985,28
3432,ak,2020-12-14,86.3858,818.0,706.6361,111.3639,41
3433,al,2020-12-14,89.1749,3828.0918,3413.6969,414.3949,52
3434,ar,2020-12-14,91.2841,2675.8073,2442.5854,233.2219,52
3435,az,2020-12-14,93.225,5639.5598,5257.4815,382.0783,58
3436,ca,2020-12-14,95.6029,23935.8379,22883.3474,1052.4905,64
3437,co,2020-12-14,93.2633,5260.7784,4906.3768,354.4016,40
3438,ct,2020-12-14,96.7032,4018.0,3885.533,132.467,36
3439,dc,2020-12-14,97.8803,400.0,391.5212,8.4788,47
3440,de,2020-12-14,95.8976,1157.0292,1109.5629,47.4663,35
3441,fl,2020-12-14,90.1454,15337.0008,13825.5994,1511.4014,65
3442,ga,2020-12-14,86.7001,5468.9328,4741.5676,727.3652,69
3443,hi,2020-12-14,94.5096,937.0,885.5549,51.4451,42
3444,ia,2020-12-14,90.6242,3650.4117,3308.1573,342.2544,16
3445,id,2020-12-14,84.9522,1936.2231,1644.8643,291.3588,34
3446,il,2020-12-14,93.9737,10478.0236,9846.5834,631.4402,48
3447,in,2020-12-14,91.6545,6140.01,5627.5936,512.4164,59
3448,ks,2020-12-14,89.8992,3022.942,2717.6004,305.3416,49
3449,ky,2020-12-14,92.9377,3942.4235,3663.9988,278.4247,71
3450,la,2020-12-14,86.6002,3601.1834,3118.6321,482.5513,65
3451,ma,2020-12-14,96.986,4926.0125,4777.5426,148.4699,65
3452,md,2020-12-14,96.7798,3833.9694,3710.5091,123.4603,48
3453,me,2020-12-14,94.0316,2001.2234,1881.7831,119.4403,36
3454,mi,2020-12-14,94.0722,11192.0375,10528.597,663.4405,54
3455,mn,2020-12-14,94.1087,4436.6268,4175.2524,261.3744,44
3456,mo,2020-12-14,88.3895,4896.1373,4327.6728,568.4645,52
3457,ms,2020-12-14,89.1454,2491.5531,2221.1049,270.4482,52
3458,mt,2020-12-14,89.1019,1393.3344,1241.4878,151.8466,50
3459,nc,2020-12-14,92.3886,9176.0095,8477.5841,698.4254,41
3460,nd,2020-12-14,87.4331,780.2909,682.2322,98.0587,18
3461,ne,2020-12-14,89.9602,1925.8198,1732.4709,193.3489,48
3462,nh,2020-12-14,94.1551,1769.7766,1666.335,103.4416,25
3463,nj,2020-12-14,96.6285,5678.9961,5487.53,191.4661,58
3464,nm,2020-12-14,94.7078,2642.1967,2502.366,139.8307,58
3465,nv,2020-12-14,94.0287,2066.6411,1943.2353,123.4058,57
3466,ny,2020-12-14,96.6257,12372.0,11954.5336,417.4664,57
3467,oh,2020-12-14,93.6484,11137.9971,10430.5608,707.4363,40
3468,ok,2020-12-14,87.6755,3946.8682,3460.4345,486.4337,64
3469,or,2020-12-14,93.723,4085.361,3828.9226,256.4384,58
3470,pa,2020-12-14,93.3202,12432.0073,11601.5733,830.434,41
3471,ri,2020-12-14,96.672,1245.9875,1204.5208,41.4667,11
3472,sc,2020-12-14,89.8161,5110.0042,4589.6056,520.3986,26
3473,sd,2020-12-14,81.5115,1024.2194,834.8569,189.3625,7
3474,tn,2020-12-14,88.3802,5915.5603,5228.1828,687.3775,65
3475,tx,2020-12-14,92.2516,17157.3227,15827.8996,1329.4231,58
3476,us,2020-12-14,91.8828,261832.2438,242827.1342,19005.1096,60
3477,ut,2020-12-14,92.2988,2758.4109,2545.9807,212.4302,30
3478,va,2020-12-14,93.8662,7387.6038,6934.466,453.1378,52
3479,vt,2020-12-14,95.4691,937.0009,894.5462,42.4547,28
3480,wa,2020-12-14,95.7117,6539.9555,6259.4996,280.4559,69
3481,wi,2020-12-14,91.0537,5369.9647,4889.5538,480.4109,20
3482,wv,2020-12-14,90.9675,2263.056,2058.6456,204.4104,10
3483,wy,2020-12-14,79.6991,691.0439,550.7556,140.2883,0
3484,ak,2020-12-15,85.723,822.0,704.6428,117.3572,31
3485,al,2020-12-15,89.3086,3932.1,3511.7018,420.3982,54
3486,ar,2020-12-15,91.265,2738.6507,2499.429,239.2217,35
3487,az,2020-12-15,93.0816,5652.7214,5261.6445,391.0769,68
3488,ca,2020-12-15,95.7359,24400.7795,23360.3134,1040.4661,63
3489,co,2020-12-15,93.2128,5412.7495,5045.3771,367.3724,37
3490,ct,2020-12-15,96.7833,4056.0,3925.5322,130.4678,31
3491,dc,2020-12-15,97.401,403.0,392.526,10.474,46
3492,de,2020-12-15,95.8542,1169.0219,1120.5561,48.4658,76
3493,fl,2020-12-15,90.1091,15675.0011,14124.6002,1550.4009,60
3494,ga,2020-12-15,87.1204,5631.9236,4906.5559,725.3677,73
3495,hi,2020-12-15,94.2872,953.0,898.5571,54.4429,31
3496,ia,2020-12-15,90.4084,3777.4651,3415.1476,362.3175,25
3497,id,2020-12-15,84.4505,2002.3353,1690.9815,311.3538,8
3498,il,2020-12-15,93.9749,10696.0014,10051.5613,644.4401,61
3499,in,2020-12-15,91.7659,6296.0062,5777.5883,518.4179,53
3500,ks,2020-12-15,89.7062,3082.8277,2765.4877,317.34,38
3501,ky,2020-12-15,92.7855,3997.8058,3709.3828,288.423,35
3502,la,2020-12-15,86.6369,3708.3683,3212.8168,495.5515,62
3503,ma,2020-12-15,96.652,5002.013,4834.5465,167.4665,60
3504,md,2020-12-15,96.8446,3880.9765,3758.5155,122.461,55
3505,me,2020-12-15,94.111,2011.2234,1892.7823,118.4411,37
3506,mi,2020-12-15,94.1421,11445.0374,10774.5964,670.441,62
3507,mn,2020-12-15,93.8696,4475.6298,4201.2577,274.3721,57
3508,mo,2020-12-15,88.582,4961.1528,4394.6862,566.4666,42
3509,ms,2020-12-15,89.3166,2503.426,2235.9759,267.4501,63
3510,mt,2020-12-15,89.1854,1413.345,1260.4969,152.8481,14
3511,nc,2020-12-15,92.2384,9385.0093,8656.5855,728.4238,38
3512,nd,2020-12-15,87.7413,770.6885,676.212,94.4765,5
3513,ne,2020-12-15,89.6975,1982.8074,1778.5289,204.2785,26
3514,nh,2020-12-15,94.1088,1806.7766,1700.3355,106.4411,23
3515,nj,2020-12-15,96.2934,5731.9961,5519.5334,212.4627,52
3516,nm,2020-12-15,94.718,2837.1591,2687.3005,149.8586,50
3517,nv,2020-12-15,94.4996,2098.6995,1983.2632,115.4363,93
3518,ny,2020-12-15,96.5051,12602.9997,12162.5346,440.4651,61
3519,oh,2020-12-15,93.542,11388.0005,10652.5651,735.4354,41
3520,ok,2020-12-15,87.8158,3975.9258,3491.4905,484.4353,34
3521,or,2020-12-15,93.4673,4170.355,3897.918,272.437,50
3522,pa,2020-12-15,93.6156,12647.008,11839.5711,807.4369,35
3523,ri,2020-12-15,96.6826,1249.987,1208.5202,41.4668,42
3524,sc,2020-12-15,89.9178,5231.0042,4703.6043,527.3999,44
3525,sd,2020-12-15,81.7934,1004.8179,821.8744,182.9435,41
3526,tn,2020-12-15,88.6443,6053.167,5365.7867,687.3803,59
3527,tx,2020-12-15,92.1732,17509.2976,16138.8734,1370.4242,49
3528,us,2020-12-15,91.8788,267090.4632,247723.8797,19366.5835,58
3529,ut,2020-12-15,92.7158,2820.3186,2614.8818,205.4368,45
3530,va,2020-12-15,93.8875,7551.9139,7090.3017,461.6122,59
3531,vt,2020-12-15,95.6085,944.0007,902.5446,41.4561,28
3532,wa,2020-12-15,95.6435,6735.9617,6442.5076,293.4541,73
3533,wi,2020-12-15,91.044,5486.9649,4995.5538,491.4111,28
3534,wv,2020-12-15,91.5077,2301.1054,2105.6896,195.4158,25
3535,wy,2020-12-15,79.644,703.9374,560.6439,143.2935,36
3536,ak,2020-12-16,85.9877,809.0,695.6401,113.3599,31
3537,al,2020-12-16,89.6652,4000.0965,3586.6944,413.4021,57
3538,ar,2020-12-16,90.9195,2788.6582,2535.4331,253.2251,66
3539,az,2020-12-16,93.1579,5613.4144,5229.3367,384.0777,61
3540,ca,2020-12-16,95.6302,24679.7795,23601.3116,1078.4679,59
3541,co,2020-12-16,93.261,5480.6898,5111.3467,369.3431,54
3542,ct,2020-12-16,96.9127,4064.0,3938.5309,125.4691,34
3543,dc,2020-12-16,97.5,419.0,408.525,10.475,25
3544,de,2020-12-16,95.2801,1175.0219,1119.5618,55.4601,57
3545,fl,2020-12-16,90.0332,15977.0005,14384.6005,1592.4,59
3546,ga,2020-12-16,86.9431,5700.9257,4956.5605,744.3652,49
3547,hi,2020-12-16,94.2842,970.0,914.5572,55.4428,21
3548,ia,2020-12-16,90.454,3795.4729,3433.1552,362.3177,40
3549,id,2020-12-16,84.5316,2006.3252,1695.9797,310.3455,29
3550,il,2020-12-16,93.8457,10780.0019,10116.5632,663.4387,37
3551,in,2020-12-16,92.031,6380.009,5871.5885,508.4205,59
3552,ks,2020-12-16,89.9616,3091.857,2781.485,310.372,50
3553,ky,2020-12-16,92.557,4063.1859,3760.7648,302.4211,49
3554,la,2020-12-16,87.246,3744.3685,3266.8109,477.5576,45
3555,ma,2020-12-16,96.7218,5017.015,4852.5478,164.4672,51
3556,md,2020-12-16,96.9884,3999.9759,3879.5134,120.4625,63
3557,me,2020-12-16,94.3957,2024.2234,1910.7794,113.444,27
3558,mi,2020-12-16,93.831,11419.0542,10714.6164,704.4378,55
3559,mn,2020-12-16,93.8591,4550.6551,4271.2045,279.4506,58
3560,mo,2020-12-16,88.4534,5079.0716,4492.6125,586.4591,54
3561,ms,2020-12-16,88.9865,2558.6252,2276.8298,281.7954,48
3562,mt,2020-12-16,89.1284,1415.0515,1261.2126,153.8389,37
3563,nc,2020-12-16,92.3057,9506.01,8774.5854,731.4246,32
3564,nd,2020-12-16,86.4543,793.4693,685.9884,107.4809,25
3565,ne,2020-12-16,89.8801,1978.7918,1778.5392,200.2526,54
3566,nh,2020-12-16,94.1185,1809.7766,1703.3354,106.4412,12
3567,nj,2020-12-16,96.0494,5782.9964,5554.5361,228.4603,40
3568,nm,2020-12-16,94.8243,2915.3327,2764.4434,150.8893,36
3569,nv,2020-12-16,94.5336,2111.6995,1996.2658,115.4337,55
3570,ny,2020-12-16,96.4963,12657.0005,12213.5353,443.4652,62
3571,oh,2020-12-16,93.5719,11580.997,10836.5612,744.4358,45
3572,ok,2020-12-16,87.9114,4023.925,3537.489,486.436,74
3573,or,2020-12-16,93.913,4229.3559,3971.9145,257.4414,41
3574,pa,2020-12-16,93.5549,12714.0082,11894.5719,819.4363,27
3575,ri,2020-12-16,96.5531,1231.985,1189.5195,42.4655,30
3576,sc,2020-12-16,90.0892,5382.0049,4848.6031,533.4018,38
3577,sd,2020-12-16,82.1913,1004.3807,825.5137,178.867,48
3578,tn,2020-12-16,88.753,6182.7977,5487.4166,695.3811,63
3579,tx,2020-12-16,92.0855,17833.2977,16421.874,1411.4237,59
3580,us,2020-12-16,91.869,270218.7881,250570.4816,19648.3065,59
3581,ut,2020-12-16,92.227,2874.5064,2651.0721,223.4343,26
3582,va,2020-12-16,94.009,7628.027,7171.0347,456.9923,48
3583,vt,2020-12-16,95.3674,938.0008,894.5471,43.4537,20
3584,wa,2020-12-16,95.5118,6827.9618,6521.509,306.4528,62
3585,wi,2020-12-16,91.2215,5540.9481,5054.535,486.4131,26
3586,wv,2020-12-16,91.6458,2351.1064,2154.6892,196.4172,22
3587,wy,2020-12-16,79.4841,717.9299,570.6399,147.29,28
3588,ak,2020-12-17,85.8116,806.0,691.6419,114.3581,21
