,geo_value,time_value,value,sample_size,positive,negative,trend
1949,ms,2020-11-15,83.7999,1779.7914,1491.4628,288.3286,64
1950,mt,2020-11-15,85.2471,1278.0506,1089.5016,188.549,37
1951,nc,2020-11-15,87.9035,6319.0063,5554.6258,764.3805,45
1952,nd,2020-11-15,83.4972,778.1297,649.7163,128.4134,55
1953,ne,2020-11-15,86.158,1952.9458,1682.6198,270.326,64
1954,nh,2020-11-15,91.2906,1517.7766,1385.5871,132.1895,35
1955,nj,2020-11-15,94.143,4992.9973,4700.5562,292.4411,75
1956,nm,2020-11-15,94.4289,1874.7263,1770.2826,104.4437,67
1957,nv,2020-11-15,92.1289,1656.894,1526.4785,130.4155,63
1958,ny,2020-11-15,94.7306,10560.0006,10003.5531,556.4475,85
1959,oh,2020-11-15,90.1549,9937.998,8959.596,978.402,66
1960,ok,2020-11-15,82.6923,3404.9966,2815.6707,589.3259,48
1961,or,2020-11-15,92.7329,3556.2229,3297.7901,258.4328,98
1962,pa,2020-11-15,89.8089,10258.0057,9212.6067,1045.399,50
1963,ri,2020-11-15,95.9433,1021.9895,980.5306,41.4589,64
1964,sc,2020-11-15,84.2315,3896.0013,3281.6593,614.342,32
1965,sd,2020-11-15,76.1564,950.2614,723.6848,226.5766,64
1966,tn,2020-11-15,84.5137,4715.9264,3985.6017,730.3247,77
1967,tx,2020-11-15,89.1136,14857.0304,13239.6389,1617.3915,69
1968,us,2020-11-15,88.9777,221214.3467,198541.6716,22672.6751,80
1969,ut,2020-11-15,90.7991,2929.318,2659.794,269.524,27
1970,va,2020-11-15,91.1794,5841.2063,5325.9771,515.2292,81
1971,vt,2020-11-15,93.7579,792.0006,742.563,49.4376,49
1972,wa,2020-11-15,93.0551,5808.9561,5405.5308,403.4253,84
1973,wi,2020-11-15,89.7784,5188.9958,4658.5971,530.3987,47
1974,wv,2020-11-15,87.4228,1887.3381,1649.9632,237.3749,39
1975,wy,2020-11-15,76.4255,611.8852,467.6365,144.2487,19
1976,ak,2020-11-16,87.9924,786.0,691.6201,94.3799,10
1977,al,2020-11-16,83.896,2902.0885,2434.7363,467.3522,42
1978,ar,2020-11-16,87.582,2315.1247,2027.6319,287.4928,40
1979,az,2020-11-16,88.7529,4644.651,4122.2635,522.3875,66
1980,ca,2020-11-16,92.8281,17100.4826,15874.0484,1226.4342,57
1981,co,2020-11-16,92.06,4727.8475,4352.4579,375.3896,53
1982,ct,2020-11-16,96.3754,3489.0,3362.5362,126.4638,58
1983,dc,2020-11-16,97.5949,394.0,384.5241,9.4759,76
1984,de,2020-11-16,92.9383,969.0219,900.5925,68.4294,50
1985,fl,2020-11-16,86.4753,13393.0,11581.6353,1811.3647,66
1986,ga,2020-11-16,81.9667,5169.9333,4237.6255,932.3078,63
1987,hi,2020-11-16,92.3913,689.0,636.5761,52.4239,54
1988,ia,2020-11-16,86.3863,3989.0699,3446.0113,543.0586,59
1989,id,2020-11-16,80.8299,1796.0591,1451.7531,344.306,33
1990,il,2020-11-16,93.5118,10256.0237,9590.5885,665.4352,81
1991,in,2020-11-16,89.0445,5745.0049,5115.6134,629.3915,86
1992,ks,2020-11-16,87.3658,2796.9699,2443.5961,353.3738,70
1993,ky,2020-11-16,90.5769,3548.7415,3214.3404,334.4011,77
1994,la,2020-11-16,81.1189,2947.3692,2390.8733,556.4959,37
1995,ma,2020-11-16,95.5821,4311.0115,4120.5552,190.4563,81
1996,md,2020-11-16,95.8461,3573.9758,3425.5174,148.4584,51
1997,me,2020-11-16,90.9379,1662.2234,1511.5906,150.6328,37
1998,mi,2020-11-16,92.8787,9962.0131,9252.5844,709.4287,91
1999,mn,2020-11-16,92.7821,4587.268,4256.1617,331.1063,66
2000,mo,2020-11-16,84.5781,4585.6414,3878.447,707.1944,56
2001,ms,2020-11-16,83.8515,1828.0009,1532.8053,295.1956,90
2002,mt,2020-11-16,85.1938,1283.5574,1093.512,190.0454,35
2003,nc,2020-11-16,88.0603,6536.0066,5755.6244,780.3822,45
2004,nd,2020-11-16,83.5473,789.6365,659.7196,129.9169,34
2005,ne,2020-11-16,86.8861,1999.9334,1737.6633,262.2701,74
2006,nh,2020-11-16,92.0882,1569.7766,1445.5791,124.1975,33
2007,nj,2020-11-16,94.2987,5181.9974,4886.5547,295.4427,69
2008,nm,2020-11-16,94.1857,1917.185,1805.7138,111.4712,54
2009,nv,2020-11-16,92.1187,1680.1134,1547.698,132.4154,60
2010,ny,2020-11-16,94.9894,10866.0001,10321.55,544.4501,71
2011,oh,2020-11-16,90.3852,10332.0022,9338.5978,993.4044,53
2012,ok,2020-11-16,82.9129,3525.0533,2922.7252,602.3281,50
2013,or,2020-11-16,92.7958,3642.7948,3380.3602,262.4346,75
2014,pa,2020-11-16,90.1899,10636.0055,9592.6028,1043.4027,46
2015,ri,2020-11-16,96.2771,1059.9885,1020.5262,39.4623,42
2016,sc,2020-11-16,84.6709,4086.0015,3459.655,626.3465,55
2017,sd,2020-11-16,77.1928,980.2641,756.6931,223.571,51
2018,tn,2020-11-16,84.9796,4882.2392,4148.9066,733.3326,71
2019,tx,2020-11-16,89.3289,15316.0314,13681.6371,1634.3943,57
2020,us,2020-11-16,89.2082,228253.2399,205417.5841,22835.6558,73
2021,ut,2020-11-16,91.2993,2902.4127,2649.8837,252.529,47
2022,va,2020-11-16,91.4667,6119.9383,5597.7062,522.2321,72
2023,vt,2020-11-16,94.1802,798.0005,751.5587,46.4418,44
2024,wa,2020-11-16,93.0111,5986.9551,5568.5312,418.4239,74
2025,wi,2020-11-16,90.0,5373.9872,4836.586,537.4012,42
2026,wv,2020-11-16,87.6453,2002.2882,1754.9112,247.377,71
2027,wy,2020-11-16,75.7701,615.5492,466.4024,149.1468,26
2028,ak,2020-11-17,88.8393,783.0,695.6116,87.3884,41
2029,al,2020-11-17,84.4023,2868.0849,2420.7294,447.3555,60
2030,ar,2020-11-17,88.2641,2338.9813,2064.4819,274.4994,61
2031,az,2020-11-17,89.4114,4631.328,4140.9339,490.3941,75
2032,ca,2020-11-17,92.9778,17109.9088,15908.4166,1201.4922,75
2033,co,2020-11-17,92.5208,4644.8178,4297.4236,347.3942,58
2034,ct,2020-11-17,96.682,3480.0,3364.5332,115.4668,58
2035,dc,2020-11-17,97.2,374.0,363.528,10.472,77
2036,de,2020-11-17,93.4737,926.0146,865.5799,60.4347,22
2037,fl,2020-11-17,86.5115,13214.0006,11431.6356,1782.365,66
2038,ga,2020-11-17,82.5645,5071.9355,4187.62,884.3155,74
2039,hi,2020-11-17,92.1053,702.0,646.5789,55.4211,63
2040,ia,2020-11-17,86.4471,3939.9597,3405.9809,533.9788,100
2041,id,2020-11-17,80.9373,1774.9878,1436.6274,338.3604,45
2042,il,2020-11-17,93.6117,10213.0019,9560.5658,652.4361,62
2043,in,2020-11-17,89.2153,5734.0017,5115.6088,618.3929,75
2044,ks,2020-11-17,86.9738,2750.9423,2392.6002,358.3421,35
2045,ky,2020-11-17,90.6553,3557.1217,3224.7196,332.4021,63
2046,la,2020-11-17,81.3116,2956.3693,2403.8713,552.498,78
2047,ma,2020-11-17,95.7837,4280.011,4099.5527,180.4583,83
2048,md,2020-11-17,96.1738,3461.9833,3329.5216,132.4617,92
2049,me,2020-11-17,91.6191,1654.2234,1515.5838,138.6396,26
2050,mi,2020-11-17,92.9447,9871.0115,9174.5823,696.4292,77
2051,mn,2020-11-17,92.7332,4488.0004,4161.8665,326.1339,65
2052,mo,2020-11-17,85.013,4565.899,3881.6083,684.2907,67
2053,ms,2020-11-17,83.9208,1855.6303,1557.2596,298.3707,100
2054,mt,2020-11-17,86.176,1224.8618,1055.5372,169.3246,28
2055,nc,2020-11-17,88.4472,6452.0064,5706.6204,745.386,49
2056,nd,2020-11-17,84.3239,782.3188,659.6818,122.637,28
2057,ne,2020-11-17,87.5172,1988.7232,1740.4743,248.2489,84
2058,nh,2020-11-17,92.2436,1536.7766,1417.5776,119.199,14
2059,nj,2020-11-17,94.4498,5160.9975,4874.5533,286.4442,73
2060,nm,2020-11-17,94.3484,1901.6382,1794.1652,107.473,52
2061,nv,2020-11-17,92.5245,1717.1163,1588.7534,128.3629,73
2062,ny,2020-11-17,95.3444,10685.0003,10187.5467,497.4536,73
2063,oh,2020-11-17,90.4373,10336.0047,9347.5999,988.4048,61
2064,ok,2020-11-17,83.2807,3555.1104,2960.7209,594.3895,60
2065,or,2020-11-17,92.645,3622.4741,3356.0411,266.433,73
2066,pa,2020-11-17,90.4103,10724.006,9695.6009,1028.4051,60
2067,ri,2020-11-17,96.1388,1021.989,982.5281,39.4609,34
2068,sc,2020-11-17,85.0937,4108.0008,3495.65,612.3508,40
2069,sd,2020-11-17,76.7777,936.7771,719.2362,217.5409,45
2070,tn,2020-11-17,85.1847,4868.8606,4147.5252,721.3354,78
2071,tx,2020-11-17,89.6033,15249.0316,13663.635,1585.3966,62
2072,us,2020-11-17,89.4356,226619.7726,204415.0097,22204.7629,79
2073,ut,2020-11-17,91.0047,2762.2593,2513.7865,248.4728,49
2074,va,2020-11-17,91.6381,6087.7433,5578.6939,509.0494,66
2075,vt,2020-11-17,94.6382,773.0004,731.554,41.4464,47
2076,wa,2020-11-17,93.2754,5924.9528,5526.5262,398.4266,70
2077,wi,2020-11-17,89.7622,5297.9865,4755.5878,542.3987,48
2078,wv,2020-11-17,88.6206,2033.3871,1802.0003,231.3868,62
2079,wy,2020-11-17,75.0389,621.535,466.3928,155.1422,46
2080,ak,2020-11-18,88.3995,805.0,711.616,93.384,54
2081,al,2020-11-18,84.7999,2897.071,2456.7122,440.3588,62
2082,ar,2020-11-18,88.7454,2350.1906,2085.6865,264.5041,97
2083,az,2020-11-18,90.0996,4670.5117,4208.1107,462.401,74
2084,ca,2020-11-18,93.2114,17197.8522,16030.3578,1167.4944,73
2085,co,2020-11-18,92.7727,4543.8454,4215.4498,328.3956,68
2086,ct,2020-11-18,96.7839,3497.0,3384.5322,112.4678,60
2087,dc,2020-11-18,97.3684,360.0,350.5263,9.4737,85
2088,de,2020-11-18,94.0819,903.0073,849.5665,53.4408,8
2089,fl,2020-11-18,86.7185,13066.0005,11330.6335,1735.367,73
2090,ga,2020-11-18,83.0389,5036.9443,4182.6233,854.321,100
2091,hi,2020-11-18,92.5487,717.0,663.5745,53.4255,41
2092,ia,2020-11-18,86.4398,3982.0707,3442.0922,539.9785,74
2093,id,2020-11-18,80.6512,1784.9019,1439.5445,345.3574,42
2094,il,2020-11-18,93.6262,10299.0026,9642.5661,656.4365,83
2095,in,2020-11-18,89.0939,5771.0012,5141.6097,629.3915,83
2096,ks,2020-11-18,87.0889,2821.9425,2457.5993,364.3432,57
2097,ky,2020-11-18,90.8191,3598.8116,3268.4079,330.4037,100
2098,la,2020-11-18,82.0014,2986.3693,2448.8644,537.5049,78
2099,ma,2020-11-18,95.9434,4202.011,4031.5516,170.4594,94
2100,md,2020-11-18,96.3994,3428.9905,3305.5266,123.4639,83
2101,me,2020-11-18,91.8977,1622.0,1490.581,131.419,46
2102,mi,2020-11-18,93.2732,10026.0115,9351.5791,674.4324,89
2103,mn,2020-11-18,93.0759,4512.7132,4200.2464,312.4668,74
2104,mo,2020-11-18,85.143,4484.6889,3818.3971,666.2918,63
2105,ms,2020-11-18,84.1591,1882.461,1584.2622,298.1988,44
2106,mt,2020-11-18,86.9984,1248.5575,1086.2252,162.3323,44
2107,nc,2020-11-18,88.9019,6419.006,5706.6162,712.3898,48
2108,nd,2020-11-18,83.6981,764.517,639.8861,124.6309,43
2109,ne,2020-11-18,87.7642,1995.6341,1751.4521,244.182,85
2110,nh,2020-11-18,92.3863,1516.0,1400.5761,115.4239,51
2111,nj,2020-11-18,94.9539,4982.9981,4731.5487,251.4494,72
2112,nm,2020-11-18,94.4587,1903.4265,1797.9524,105.4741,48
2113,nv,2020-11-18,92.7269,1696.1728,1572.8078,123.365,72
2114,ny,2020-11-18,95.6193,10648.0008,10181.5443,466.4565,78
2115,oh,2020-11-18,90.7834,10377.0063,9420.5981,956.4082,76
2116,ok,2020-11-18,83.8123,3610.1101,3025.715,584.3951,71
2117,or,2020-11-18,92.3888,3592.4699,3319.0394,273.4305,68
2118,pa,2020-11-18,90.6919,10608.0064,9620.5984,987.408,100
2119,ri,2020-11-18,95.5186,991.989,947.5338,44.4552,29
2120,sc,2020-11-18,85.3442,4110.0004,3507.647,602.3534,48
2121,sd,2020-11-18,78.5655,939.1246,737.8276,201.297,100
2122,tn,2020-11-18,85.5795,4898.1712,4191.8318,706.3394,92
2123,tx,2020-11-18,89.9038,15277.0285,13734.6297,1542.3988,67
2124,us,2020-11-18,89.6575,226306.9197,204675.5837,21631.336,90
2125,ut,2020-11-18,91.5218,2671.2593,2444.7837,226.4756,58
2126,va,2020-11-18,91.8026,6059.0637,5562.3767,496.687,88
2127,vt,2020-11-18,94.3537,734.0005,692.557,41.4435,84
2128,wa,2020-11-18,93.2926,5969.9571,5569.5305,400.4266,74
2129,wi,2020-11-18,89.8404,5200.9858,4672.5866,528.3992,54
2130,wv,2020-11-18,89.2789,2018.3875,1801.9941,216.3934,41
2131,wy,2020-11-18,74.1671,627.6477,465.5081,162.1396,95
2132,ak,2020-11-19,88.3354,792.0,699.6166,92.3834,31
2133,al,2020-11-19,85.4591,2939.0758,2511.7069,427.3689,43
2134,ar,2020-11-19,89.5213,2406.8836,2154.6731,252.2105,31
2135,az,2020-11-19,90.4161,4678.7102,4230.306,448.4042,79
2136,ca,2020-11-19,93.4991,17466.8608,16331.3635,1135.4973,72
2137,co,2020-11-19,93.0969,4626.8749,4307.4761,319.3988,79
2138,ct,2020-11-19,96.8812,3542.0,3431.5312,110.4688,59
2139,dc,2020-11-19,97.8134,342.0,334.5219,7.4781,60
2140,de,2020-11-19,94.9724,904.0,858.5503,45.4497,29
2141,fl,2020-11-19,87.063,13213.0004,11503.6299,1709.3705,76
2142,ga,2020-11-19,83.5572,5061.9348,4229.6125,832.3223,64
2143,hi,2020-11-19,92.7012,732.0,678.573,53.427,50
2144,ia,2020-11-19,86.8199,4006.1459,3478.1309,528.015,63
2145,id,2020-11-19,81.2989,1830.7171,1488.3525,342.3646,42
2146,il,2020-11-19,93.5435,10322.0024,9655.5669,666.4355,77
2147,in,2020-11-19,89.7901,5763.0012,5174.6029,588.3983,78
2148,ks,2020-11-19,87.23,2907.9431,2536.5981,371.345,100
2149,ky,2020-11-19,90.9,3641.8139,3310.4092,331.4047,60
2150,la,2020-11-19,82.373,3066.3694,2525.8607,540.5087,69
2151,ma,2020-11-19,95.8708,4225.0105,4050.5518,174.4587,93
2152,md,2020-11-19,96.4976,3467.9977,3346.5328,121.4649,65
2153,me,2020-11-19,91.5356,1588.0,1453.5846,134.4154,93
2154,mi,2020-11-19,93.2231,10129.0106,9442.5786,686.432,73
2155,mn,2020-11-19,93.645,4523.7058,4236.2253,287.4805,91
2156,mo,2020-11-19,85.2783,4493.9967,3832.4023,661.5944,94
2157,ms,2020-11-19,84.6992,1975.0808,1672.8768,302.204,49
2158,mt,2020-11-19,86.2094,1249.578,1077.2531,172.3249,71
2159,nc,2020-11-19,89.216,6504.0073,5802.6138,701.3935,43
2160,nd,2020-11-19,85.3222,773.428,659.906,113.522,34
2161,ne,2020-11-19,87.8493,2017.7367,1772.5672,245.1695,79
2162,nh,2020-11-19,93.1803,1502.0,1399.5682,102.4318,100
2163,nj,2020-11-19,95.0089,5057.9979,4805.5479,252.45,63
2164,nm,2020-11-19,94.4974,1934.9933,1828.519,106.4743,35
2165,nv,2020-11-19,93.0389,1729.1641,1608.796,120.3681,55
2166,ny,2020-11-19,95.7065,10678.0008,10219.5434,458.4574,78
2167,oh,2020-11-19,91.1923,10416.0069,9498.5949,917.412,64
2168,ok,2020-11-19,84.5587,3668.1105,3101.7079,566.4026,54
2169,or,2020-11-19,92.3203,3599.4713,3323.0422,276.4291,68
2170,pa,2020-11-19,91.0171,10647.0063,9690.595,956.4113,85
2171,ri,2020-11-19,95.909,988.9895,948.5304,40.4591,35
2172,sc,2020-11-19,85.8737,4165.001,3576.6423,588.3587,68
2173,sd,2020-11-19,80.4447,943.0654,758.6465,184.4189,82
2174,tn,2020-11-19,85.8856,4983.17,4279.8274,703.3426,74
2175,tx,2020-11-19,90.4269,15485.0316,14002.6275,1482.4041,72
2176,us,2020-11-19,89.9741,228507.3942,207306.8241,21200.5701,84
2177,ut,2020-11-19,91.7954,2711.611,2489.135,222.476,49
2178,va,2020-11-19,92.1353,6112.9209,5632.1578,480.7631,51
2179,vt,2020-11-19,95.1203,747.0005,710.5493,36.4512,65
2180,wa,2020-11-19,93.4444,6031.9547,5636.5267,395.428,65
2181,wi,2020-11-19,89.9809,5253.9868,4727.586,526.4008,47
2182,wv,2020-11-19,89.7601,2025.3874,1817.9892,207.3982,33
2183,wy,2020-11-19,72.7641,635.6387,462.5169,173.1218,92
2184,ak,2020-11-20,87.7848,789.0,692.6222,96.3778,51
2185,al,2020-11-20,85.6737,3018.0909,2585.7108,432.3801,65
2186,ar,2020-11-20,89.0808,2428.8041,2163.5981,265.206,54
2187,az,2020-11-20,90.4785,4761.8946,4308.4898,453.4048,78
2188,ca,2020-11-20,93.3549,17749.8734,16570.3776,1179.4958,71
2189,co,2020-11-20,93.3545,4685.8746,4374.4733,311.4013,42
2190,ct,2020-11-20,96.9246,3592.0,3481.5308,110.4692,77
2191,dc,2020-11-20,98.6446,331.0,326.5136,4.4864,81
2192,de,2020-11-20,94.973,924.0,877.5503,46.4497,54
2193,fl,2020-11-20,87.5364,13410.0004,11738.6251,1671.3753,92
2194,ga,2020-11-20,83.9729,5211.9253,4376.6029,835.3224,73
2195,hi,2020-11-20,93.061,770.0,716.5694,53.4306,61
2196,ia,2020-11-20,87.9477,4033.2649,3547.1635,486.1014,60
2197,id,2020-11-20,81.3991,1856.7185,1511.3528,345.3657,100
2198,il,2020-11-20,93.6392,10493.0022,9825.5658,667.4364,74
2199,in,2020-11-20,90.1018,5894.0005,5310.5993,583.4012,80
2200,ks,2020-11-20,87.2121,2997.943,2614.5689,383.3741,74
2201,ky,2020-11-20,91.5082,3726.1168,3409.7013,316.4155,78
2202,la,2020-11-20,83.0853,3207.3692,2664.8536,542.5156,94
2203,ma,2020-11-20,96.111,4306.011,4138.5499,167.4611,76
2204,md,2020-11-20,96.6638,3520.9974,3403.5309,117.4665,77
2205,me,2020-11-20,91.7078,1621.0,1486.5829,134.4171,59
2206,mi,2020-11-20,93.5237,10383.0093,9710.5746,672.4347,71
2207,mn,2020-11-20,93.3927,4593.7399,4290.2167,303.5232,68
2208,mo,2020-11-20,85.1917,4555.0009,3880.4827,674.5182,85
2209,ms,2020-11-20,84.5394,2086.1681,1763.633,322.5351,34
2210,mt,2020-11-20,86.7724,1272.5776,1104.2465,168.3311,50
2211,nc,2020-11-20,89.478,6628.0088,5930.6125,697.3963,48
2212,nd,2020-11-20,85.239,776.7029,662.0536,114.6493,30
2213,ne,2020-11-20,88.3671,2012.7447,1778.6044,234.1403,78
2214,nh,2020-11-20,93.7299,1554.0,1456.5627,97.4373,85
2215,nj,2020-11-20,94.9707,5118.9979,4861.5482,257.4497,75
2216,nm,2020-11-20,94.3908,1951.6443,1842.1732,109.4711,46
2217,nv,2020-11-20,92.6674,1805.1515,1672.7871,132.3644,79
2218,ny,2020-11-20,96.1535,10749.0013,10335.5396,413.4617,74
2219,oh,2020-11-20,91.5326,10504.0069,9614.591,889.4159,56
2220,ok,2020-11-20,84.8693,3816.1099,3238.7045,577.4054,47
2221,or,2020-11-20,93.0479,3645.4664,3392.0311,253.4353,82
2222,pa,2020-11-20,91.3939,10753.0054,9827.5908,925.4146,55
2223,ri,2020-11-20,95.792,1008.989,966.5311,42.4579,29
2224,sc,2020-11-20,86.5998,4234.0019,3666.6356,567.3663,59
2225,sd,2020-11-20,81.4527,955.7242,778.4636,177.2606,60
2226,tn,2020-11-20,86.6102,5140.8787,4452.5228,688.3559,59
2227,tx,2020-11-20,90.946,15909.096,14468.6845,1440.4115,60
2228,us,2020-11-20,90.2197,232655.0788,211671.4255,20983.6533,77
2229,ut,2020-11-20,92.1359,2752.7088,2536.2342,216.4746,21
2230,va,2020-11-20,92.2317,6209.5034,5727.1287,482.3747,66
2231,vt,2020-11-20,95.1299,769.0007,731.5494,37.4513,19
2232,wa,2020-11-20,93.6823,6179.9581,5789.5266,390.4315,88
2233,wi,2020-11-20,90.2575,5279.9872,4765.5839,514.4033,38
2234,wv,2020-11-20,89.8453,2042.3871,1834.9882,207.3989,38
2235,wy,2020-11-20,73.0468,638.6211,466.4921,172.129,48
2236,ak,2020-11-21,88.6476,805.0,713.6135,91.3865,23
2237,al,2020-11-21,86.5774,3117.0915,2698.6967,418.3948,72
2238,ar,2020-11-21,89.1516,2463.106,2195.8992,267.2068,53
2239,az,2020-11-21,90.6355,4841.7802,4388.3738,453.4064,77
2240,ca,2020-11-21,93.5459,18120.3533,16950.8555,1169.4978,73
2241,co,2020-11-21,93.2673,4758.844,4438.4435,320.4005,67
2242,ct,2020-11-21,96.6676,3645.0,3523.5333,121.4667,67
2243,dc,2020-11-21,98.6025,321.0,316.514,4.486,68
2244,de,2020-11-21,94.9268,955.0,906.5507,48.4493,33
2245,fl,2020-11-21,87.9107,13635.0008,11986.6216,1648.3792,75
2246,ga,2020-11-21,84.4725,5295.9289,4473.6015,822.3274,59
2247,hi,2020-11-21,93.7257,772.0,723.5627,48.4373,39
2248,ia,2020-11-21,88.2726,4043.3312,3569.1516,474.1796,55
2249,id,2020-11-21,81.1242,1861.727,1510.3108,351.4162,67
2250,il,2020-11-21,93.8285,10669.0018,10010.5637,658.4381,78
2251,in,2020-11-21,90.393,5979.0002,5404.5958,574.4044,79
2252,ks,2020-11-21,87.6162,3046.8855,2669.5644,377.3211,94
2253,ky,2020-11-21,92.1796,3803.1853,3505.7594,297.4259,77
2254,la,2020-11-21,83.8519,3285.3685,2754.8452,530.5233,47
2255,ma,2020-11-21,96.5081,4309.011,4158.5459,150.4651,81
2256,md,2020-11-21,96.5289,3556.9977,3433.5325,123.4652,77
2257,me,2020-11-21,91.105,1646.0,1499.589,146.411,48
2258,mi,2020-11-21,93.6723,10611.009,9939.5732,671.4358,73
2259,mn,2020-11-21,93.3676,4681.7567,4371.242,310.5147,91
2260,mo,2020-11-21,85.3018,4588.6249,3914.1802,674.4447,91
2261,ms,2020-11-21,84.5346,2137.1519,1806.6328,330.5191,56
2262,mt,2020-11-21,86.8826,1315.8203,1143.2188,172.6015,57
2263,nc,2020-11-21,89.7267,6769.0086,6073.6101,695.3985,46
2264,nd,2020-11-21,86.6404,766.4515,664.057,102.3945,44
2265,ne,2020-11-21,88.6184,2030.7387,1799.6078,231.1309,72
2266,nh,2020-11-21,93.5577,1559.0,1458.5644,100.4356,35
2267,nj,2020-11-21,95.1591,5090.9982,4844.5466,246.4516,71
2268,nm,2020-11-21,94.6308,1945.7885,1841.3151,104.4734,15
2269,nv,2020-11-21,92.9166,1798.1008,1670.7339,127.3669,47
2270,ny,2020-11-21,96.1866,10816.0012,10403.5392,412.462,81
2271,oh,2020-11-21,91.7353,10568.0071,9694.5889,873.4182,59
2272,ok,2020-11-21,85.0131,3893.1673,3309.7034,583.4639,56
2273,or,2020-11-21,93.0223,3632.0406,3378.6067,253.4339,93
2274,pa,2020-11-21,91.7121,10816.0051,9919.5872,896.4179,71
2275,ri,2020-11-21,96.0755,1030.989,990.5282,40.4608,13
2276,sc,2020-11-21,87.1501,4322.0027,3766.6307,555.372,55
2277,sd,2020-11-21,80.4897,959.7084,772.4666,187.2418,59
2278,tn,2020-11-21,87.2105,5272.8202,4598.4512,674.369,84
2279,tx,2020-11-21,91.3243,16084.096,14688.6808,1395.4152,61
2280,us,2020-11-21,90.457,235602.7096,214907.2213,20695.4883,83
2281,ut,2020-11-21,92.5156,2744.7136,2539.2884,205.4252,23
2282,va,2020-11-21,92.6488,6272.3212,5811.2288,461.0924,73
2283,vt,2020-11-21,95.502,766.0005,731.5455,34.455,51
2284,wa,2020-11-21,93.8543,6173.956,5794.5217,379.4343,73
2285,wi,2020-11-21,90.5805,5269.9859,4773.5799,496.406,54
2286,wv,2020-11-21,90.1347,2092.2025,1885.8008,206.4017,24
2287,wy,2020-11-21,73.6053,663.6303,488.467,175.1633,62
2288,ak,2020-11-22,88.5159,848.0,750.6148,97.3852,34
2289,al,2020-11-22,86.7983,3154.0918,2737.6982,416.3936,62
2290,ar,2020-11-22,89.7173,2493.489,2237.0916,256.3974,29
2291,az,2020-11-22,90.6775,4863.5882,4410.1814,453.4068,63
2292,ca,2020-11-22,93.6179,18246.3734,17081.8806,1164.4928,77
2293,co,2020-11-22,93.4703,4952.8451,4629.4415,323.4036,57
2294,ct,2020-11-22,96.6908,3731.0,3607.5331,123.4669,71
2295,dc,2020-11-22,98.6322,328.0,323.5137,4.4863,86
2296,de,2020-11-22,94.6743,966.0,914.5533,51.4467,61
2297,fl,2020-11-22,88.1262,13773.0003,12137.6189,1635.3814,90
2298,ga,2020-11-22,85.1918,5370.9324,4575.5946,795.3378,65
2299,hi,2020-11-22,95.0194,772.0,733.5498,38.4502,37
2300,ia,2020-11-22,88.5334,4057.5329,3592.2721,465.2608,53
2301,id,2020-11-22,81.9305,1839.7007,1507.2763,332.4244,69
2302,il,2020-11-22,93.7076,10766.0019,10088.5647,677.4372,88
2303,in,2020-11-22,90.4954,6054.0002,5478.5944,575.4058,75
2304,ks,2020-11-22,87.9634,3109.8857,2735.5614,374.3243,46
2305,ky,2020-11-22,92.3297,3825.4956,3532.0678,293.4278,68
2306,la,2020-11-22,84.5047,3370.998,2848.6534,522.3446,47
2307,ma,2020-11-22,96.6092,4349.014,4201.5479,147.4661,85
2308,md,2020-11-22,96.6808,3538.9982,3421.5315,117.4667,77
2309,me,2020-11-22,92.1053,1652.0,1521.5789,130.4211,59
2310,mi,2020-11-22,93.8891,10742.0173,10085.5791,656.4382,68
2311,mn,2020-11-22,93.2146,4679.161,4361.6598,317.5012,76
2312,mo,2020-11-22,85.3326,4584.6111,3912.1662,672.4449,60
2313,ms,2020-11-22,85.1511,2198.9831,1872.4577,326.5254,29
2314,mt,2020-11-22,87.0386,1308.5243,1138.9217,169.6026,16
2315,nc,2020-11-22,90.0594,6905.0099,6218.6078,686.4021,55
2316,nd,2020-11-22,87.8476,775.4411,681.2063,94.2348,32
2317,ne,2020-11-22,88.7567,2055.7296,1824.5984,231.1312,55
2318,nh,2020-11-22,93.2927,1557.0,1452.5671,104.4329,59
2319,nj,2020-11-22,95.2718,5148.9982,4905.5455,243.4527,70
2320,nm,2020-11-22,94.4128,1995.0803,1883.6112,111.4691,61
2321,nv,2020-11-22,93.0414,1816.0808,1689.7069,126.3739,36
2322,ny,2020-11-22,96.185,10864.0016,10449.5396,414.462,83
2323,oh,2020-11-22,92.0013,10657.0081,9804.5872,852.4209,67
2324,ok,2020-11-22,85.4053,3888.1675,3320.6996,567.4679,72
2325,or,2020-11-22,92.8332,3578.0414,3321.6116,256.4298,64
2326,pa,2020-11-22,92.0192,10919.005,10047.5841,871.4209,46
2327,ri,2020-11-22,96.1354,1046.986,1006.5246,40.4614,43
2328,sc,2020-11-22,87.7151,4415.0034,3872.6255,542.3779,60
2329,sd,2020-11-22,79.4217,944.3906,750.0515,194.3391,36
2330,tn,2020-11-22,87.4083,5244.5003,4584.1294,660.3709,81
2331,tx,2020-11-22,91.7024,16347.0973,14990.6764,1356.4209,67
2332,us,2020-11-22,90.6766,237662.7153,217251.3256,20411.3897,78
2333,ut,2020-11-22,92.7201,2725.6665,2527.2394,198.4271,48
2334,va,2020-11-22,92.9647,6252.4964,5812.6122,439.8842,57
2335,vt,2020-11-22,95.3776,767.0004,731.5466,35.4538,38
